Nazwa Planety,Gospodarz Planety,Metoda Odkrycia,Instytucja Odkrywająca,Typ Spektralny,Stosunek Metaliczności Gwiazdy,Nr,Liczba Gwiazd,Liczba Planet,Rok Odkrycia,Okres Orbitalny (dni),Pół Oś Orbity,Masa,Mimośród,Strumień Insolacji,Temperatura Równowagi,Efektywna Temperatura Gwiazdy,Promień Gwiazdy,Masa Gwiazdy,Metaliczność Gwiazdy,Grawitacja Powierzchniowa Gwiazdy,Odległość,Wielkość Magnitudo (Gaia)
Kepler-967 b,Kepler-967,Transit,Kepler,,[Fe/H],3961,1,2,2016,13.22713379,,,,,,5178.0,0.8,0.84,-0.03,4.56,568.546,14.4513
Kepler-967 c,Kepler-967,Transit,Kepler,,[Fe/H],3962,1,2,2016,198.7112502,,,,,,5178.0,0.8,0.84,-0.03,4.56,568.546,14.4513
Kepler-968 b,Kepler-968,Transit,Kepler,,[Fe/H],3963,1,3,2016,3.69298373,,,,,,4598.0,0.7,0.76,0.13,4.63,290.324,14.2499
Kepler-968 c,Kepler-968,Transit,Kepler,,[Fe/H],3964,1,3,2016,5.70940492,,,,,,4598.0,0.7,0.76,0.13,4.63,290.324,14.2499
Kepler-969 b,Kepler-969,Transit,Kepler,,[Fe/H],3965,1,2,2016,34.1731714,,,,,,5214.0,0.82,0.92,0.22,4.57,390.354,13.7221
Kepler-969 c,Kepler-969,Transit,Kepler,,[Fe/H],3966,1,2,2016,1.6829346,,,,,,5214.0,0.82,0.92,0.22,4.57,390.354,13.7221
Kepler-97 b,Kepler-97,Transit,Kepler,,[Fe/H],3967,1,2,2014,2.58664,,3.51,,,,5779.0,0.98,0.94,-0.2,4.43,400.907,12.813
Kepler-97 c,Kepler-97,Radial Velocity,W. M. Keck Observatory,,[Fe/H],3968,1,2,2014,789.0,,344.0,,,,5779.0,0.98,0.94,-0.2,4.43,400.907,12.813
Kepler-970 b,Kepler-970,Transit,Kepler,,[Fe/H],3969,2,1,2016,16.73652231,,,,,,4511.0,0.67,0.7,-0.08,4.64,331.545,14.8058
Kepler-971 b,Kepler-971,Transit,Kepler,,[Fe/H],3970,1,1,2016,9.59070716,,,,,,5431.0,0.85,0.88,-0.06,4.54,338.522,13.2181
Kepler-972 b,Kepler-972,Transit,Kepler,,[Fe/H],3971,1,1,2016,7.03932553,,,,,,6146.0,1.22,1.15,0.04,4.33,1198.03,14.8925
Kepler-973 b,Kepler-973,Transit,Kepler,,[Fe/H],3972,1,1,2016,49.6077331,,,,,,5213.0,0.78,0.86,-0.06,4.58,328.52,13.234
Kepler-974 b,Kepler-974,Transit,Kepler,,[Fe/H],3973,1,1,2016,4.19449651,,,,,,3687.0,0.5,0.52,0.07,4.76,134.311,14.4126
Kepler-975 b,Kepler-975,Transit,Kepler,,[Fe/H],3974,1,1,2016,1.97034246,,,,,,4897.0,0.75,0.8,0.07,4.59,426.088,14.4518
Kepler-976 b,Kepler-976,Transit,Kepler,,[Fe/H],3975,1,1,2016,105.9564148,,,,,,5232.0,0.83,0.87,0.07,4.55,1012.41,15.8033
Kepler-977 b,Kepler-977,Transit,Kepler,,[Fe/H],3976,1,1,2016,26.85328322,,,,,,5315.0,0.83,0.87,-0.01,4.55,568.751,14.8235
Kepler-978 b,Kepler-978,Transit,Kepler,,[Fe/H],3977,1,1,2016,49.6221509,,,,,,6002.0,1.09,1.07,-0.01,4.38,682.522,13.3744
Kepler-979 b,Kepler-979,Transit,Kepler,,[Fe/H],3978,1,1,2016,8.0880135,,,,,,5310.0,0.83,0.87,-0.02,4.54,576.503,14.625
Kepler-98 b,Kepler-98,Transit,Kepler,,[Fe/H],3979,1,1,2014,1.54168,,3.55,,,,5539.0,1.11,0.99,0.18,4.34,350.315,12.8694
Kepler-980 b,Kepler-980,Transit,Kepler,,[Fe/H],3980,1,1,2016,11.55102504,,,,,,5935.0,1.06,1.05,0.01,4.41,961.468,14.1122
Kepler-981 b,Kepler-981,Transit,Kepler,,[Fe/H],3981,1,1,2016,4.46975774,,,,,,5718.0,0.96,0.98,0.01,4.47,878.082,14.7044
Kepler-982 b,Kepler-982,Transit,Kepler,,[Fe/H],3982,1,1,2016,15.7738221,,,,,,6139.0,1.29,1.16,0.05,4.28,801.479,12.9868
Kepler-983 b,Kepler-983,Transit,Kepler,,[Fe/H],3983,1,1,2016,60.0855082,,,,,,6052.0,1.08,1.13,0.12,4.42,714.437,13.9863
Kepler-984 b,Kepler-984,Transit,Kepler,,[Fe/H],3984,1,1,2016,43.0342272,,,,,,5610.0,0.93,0.96,0.04,4.49,460.188,13.4677
Kepler-985 b,Kepler-985,Transit,Kepler,,[Fe/H],3985,1,1,2016,116.331901,,,,,,5434.0,0.85,0.91,0.0,4.54,679.361,14.7169
Kepler-986 b,Kepler-986,Transit,Kepler,,[Fe/H],3986,1,1,2016,56.4349938,,,,,,5642.0,0.98,0.96,0.04,4.43,548.364,13.6421
Kepler-987 b,Kepler-987,Transit,Kepler,,[Fe/H],3987,1,1,2016,105.3033148,,,,,,5637.0,0.91,0.97,0.01,4.51,914.126,14.9789
Kepler-988 b,Kepler-988,Transit,Kepler,,[Fe/H],3988,1,1,2016,17.76080053,,,,,,4005.0,0.53,0.55,-0.32,4.73,304.889,15.2131
Kepler-989 b,Kepler-989,Transit,Kepler,,[Fe/H],3989,1,1,2016,7.96431535,,,,,,5074.0,0.78,0.82,0.01,4.58,491.978,14.4083
Kepler-99 b,Kepler-99,Transit,Kepler,,[Fe/H],3990,2,1,2014,4.60358,,6.15,,,,4782.0,0.73,0.79,0.18,4.61,208.369,12.9618
Kepler-990 b,Kepler-990,Transit,Kepler,,[Fe/H],3991,1,2,2016,9.91723428,,,,,,5948.0,1.08,1.05,0.01,4.39,802.163,14.4949
Kepler-990 c,Kepler-990,Transit,Kepler,,[Fe/H],3992,1,2,2016,0.53835431,,,,,,5948.0,1.08,1.05,0.01,4.39,802.163,14.4949
Kepler-991 b,Kepler-991,Transit,Kepler,,[Fe/H],3993,1,1,2016,82.5342519,,,,,,4392.0,0.61,0.64,-0.25,4.67,389.561,15.1476
Kepler-992 b,Kepler-992,Transit,Kepler,,[Fe/H],3994,1,1,2016,20.16034462,,,,,,4944.0,0.74,0.8,-0.04,4.6,259.639,13.3901
Kepler-993 b,Kepler-993,Transit,Kepler,,[Fe/H],3995,1,1,2016,22.08557563,,,,,,3843.0,0.54,0.57,0.03,4.72,324.423,15.9243
Kepler-994 b,Kepler-994,Transit,Kepler,,[Fe/H],3996,1,1,2016,1.15116651,,,,,,3934.0,0.54,0.56,-0.13,4.72,188.158,14.4653
Kepler-995 b,Kepler-995,Transit,Kepler,,[Fe/H],3997,1,1,2016,28.26731672,,,,,,5206.0,0.8,0.83,-0.07,4.57,609.638,14.8814
Kepler-996 b,Kepler-996,Transit,Kepler,,[Fe/H],3998,1,1,2016,3.77059058,,,,,,6014.0,1.14,1.09,0.03,4.36,1216.58,14.6387
Kepler-997 b,Kepler-997,Transit,Kepler,,[Fe/H],3999,1,1,2016,2.70730672,,,,,,6150.0,1.56,1.22,0.05,4.14,467.568,11.8477
Kepler-998 b,Kepler-998,Transit,Kepler,,[Fe/H],4000,1,1,2016,5.65377733,,,,,,6058.0,1.18,1.12,0.07,4.34,986.364,14.3408
Kepler-999 b,Kepler-999,Transit,Kepler,,[Fe/H],4001,1,1,2016,5.99185702,,,,,,6237.0,1.65,1.29,0.05,4.11,545.063,12.2343
L 168-9 b,L 168-9,Transit,Transiting Exoplanet Survey Satellite (TESS),M1 V,[Fe/H],4002,1,1,2020,1.4015,0.02091,4.6,0.21,,965.0,3800.0,0.6,0.62,0.04,4.04,25.1496,10.2316
L 98-59 b,L 98-59,Transit,Transiting Exoplanet Survey Satellite (TESS),M3 V,[Fe/H],4003,1,4,2019,2.2531136,0.02191,0.4,0.103,24.7,627.0,3415.0,0.3,0.27,-0.46,4.86,10.6194,10.5976
L 98-59 c,L 98-59,Transit,Transiting Exoplanet Survey Satellite (TESS),M3 V,[Fe/H],4004,1,4,2019,3.6906777,0.0304,2.22,0.103,12.8,553.0,3415.0,0.3,0.27,-0.46,4.86,10.6194,10.5976
L 98-59 d,L 98-59,Transit,Transiting Exoplanet Survey Satellite (TESS),M3 V,[Fe/H],4005,1,4,2019,7.4507245,0.0486,1.94,0.074,5.01,416.0,3415.0,0.3,0.27,-0.46,4.86,10.6194,10.5976
L 98-59 e,L 98-59,Radial Velocity,Multiple Observatories,M3 V,[Fe/H],4006,1,4,2021,12.796,0.0717,3.06,0.128,,342.0,3415.0,0.3,0.27,-0.46,4.86,10.6194,10.5976
LHS 1140 b,LHS 1140,Transit,MEarth Project,,,4007,1,2,2017,24.73694,0.0957,6.38,0.096,,379.0,,0.21,0.19,,,14.9861,12.6706
LHS 1140 c,LHS 1140,Transit,Multiple Observatories,,,4008,1,2,2018,3.77792,0.02734,1.76,0.274,,709.0,,0.21,0.19,,,14.9861,12.6706
LHS 1478 b,LHS 1478,Transit,Transiting Exoplanet Survey Satellite (TESS),m3 V,[Fe/H],4009,1,1,2021,1.9495378,0.01848,2.33,,,595.0,3381.0,0.25,0.24,-0.13,4.87,18.2276,12.2598
LHS 1678 b,LHS 1678,Transit,Transiting Exoplanet Survey Satellite (TESS),M2.0 V,,4010,1,2,2021,0.8602322,0.01251,0.35,0.25,93.2,,3490.0,0.33,0.34,,,19.8782,11.5403
LHS 1678 c,LHS 1678,Transit,Transiting Exoplanet Survey Satellite (TESS),M2.0 V,,4011,1,2,2021,3.694247,0.0331,1.4,0.22,13.5,,3490.0,0.33,0.34,,,19.8782,11.5403
LHS 1815 b,LHS 1815,Transit,Transiting Exoplanet Survey Satellite (TESS),M1,[Fe/H],4012,1,1,2020,3.81433,0.0404,8.7,0.0,,617.0,3643.0,0.5,0.5,-0.12,4.77,29.8424,11.2362
LHS 3844 b,LHS 3844,Transit,Transiting Exoplanet Survey Satellite (TESS),M5,,4013,1,1,2019,0.46292913,0.00622,,,70.1,805.0,3036.0,0.19,0.15,,5.06,14.8846,13.3925
LP 714-47 b,LP 714-47,Transit,Transiting Exoplanet Survey Satellite (TESS),M0.0 V,[Fe/H],4014,1,1,2020,4.052037,0.0417,30.8,0.04,,700.0,3950.0,0.58,0.59,0.41,4.64,52.616,11.7282
LP 791-18 b,LP 791-18,Transit,Transiting Exoplanet Survey Satellite (TESS),M(6.1+/-0.7) V,[Fe/H],4015,1,2,2019,0.948005,0.00969,,0.0,21.5,650.0,2960.0,0.17,0.14,-0.09,5.12,26.4927,15.0715
LP 791-18 c,LP 791-18,Transit,Transiting Exoplanet Survey Satellite (TESS),M(6.1+/-0.7) V,[Fe/H],4016,1,2,2019,4.989963,0.029392,,0.0,2.35,370.0,2960.0,0.17,0.14,-0.09,5.12,26.4927,15.0715
LSPM J2116+0234 b,LSPM J2116+0234,Radial Velocity,Calar Alto Observatory,M3.0 V,[Fe/H],4017,1,1,2019,14.4399,0.0876,13.3,0.183,,,3475.0,0.43,0.43,-0.05,4.95,17.6297,10.8595
LTT 1445 A b,LTT 1445 A,Transit,Transiting Exoplanet Survey Satellite (TESS),,[Fe/H],4018,3,1,2019,5.35882,0.03807,2.2,0.19,,433.0,3337.0,0.28,0.26,-0.34,4.97,6.86929,10.0469
LTT 3780 b,LTT 3780,Transit,Transiting Exoplanet Survey Satellite (TESS),M4 V,[Fe/H],4019,2,2,2020,0.768448,0.01211,2.62,0.0,106.0,892.0,3331.0,0.37,0.4,0.28,4.9,21.9814,11.8465
LTT 3780 c,LTT 3780,Transit,Transiting Exoplanet Survey Satellite (TESS),M4 V,[Fe/H],4020,2,2,2020,12.2519,0.07673,8.6,0.06,2.63,353.0,3331.0,0.37,0.4,0.28,4.9,21.9814,11.8465
LTT 9779 b,LTT 9779,Transit,Transiting Exoplanet Survey Satellite (TESS),G7 V,[Fe/H],4021,1,1,2020,0.792052,0.01679,29.32,0.0,,1978.0,5443.0,0.95,0.77,0.27,4.35,80.4373,9.60006
LkCa 15 b,LkCa 15,Imaging,Large Binocular Telescope Observatory,,,4022,1,2,2015,,14.7,,,,,4194.0,1.61,,,,158.152,11.5887
LkCa 15 c,LkCa 15,Imaging,Large Binocular Telescope Observatory,,,4023,1,2,2015,,18.6,,,,,4194.0,1.61,,,,158.152,11.5887
Lupus-TR-3 b,Lupus-TR-3,Transit,Multiple Observatories,,,4024,1,1,2007,3.91405,0.0464,257.431,0.0,,,5000.0,0.82,0.87,,,773.409,18.765
MASCARA-1 b,MASCARA-1,Transit,Multiple Observatories,A8,[Fe/H],4025,1,1,2017,2.14878,0.043,1175.971,0.0,,2570.0,7554.0,2.1,1.72,0.0,4.0,182.273,8.24243
MASCARA-4 b,MASCARA-4,Transit,Multiple Observatories,A7 V,[Fe/H],4026,2,1,2020,2.82406,0.047,985.273,0.0,,2100.0,7800.0,1.92,1.75,0.0,4.1,170.696,8.17401
MOA-2007-BLG-192L b,MOA-2007-BLG-192L,Microlensing,MOA,,,4027,1,1,2008,,0.62,3.3,,,,,,0.06,,,1000.0,
MOA-2007-BLG-400L b,MOA-2007-BLG-400L,Microlensing,MOA,,,4028,1,1,2008,,6.5,260.0,,,103.0,,,0.3,,,5800.0,
MOA-2008-BLG-310L b,MOA-2008-BLG-310L,Microlensing,MOA,,,4029,1,1,2009,,1.1,23.4,,,,,,0.21,,,7700.0,
MOA-2008-BLG-379L b,MOA-2008-BLG-379L,Microlensing,MOA,K,,4030,1,1,2013,,2.7,1300.0,,,,,,0.56,,,3300.0,
MOA-2009-BLG-266L b,MOA-2009-BLG-266L,Microlensing,MOA,,,4031,1,1,2011,2774.0,3.2,10.4,,,,,,0.56,,,3040.0,
MOA-2009-BLG-319L b,MOA-2009-BLG-319L,Microlensing,MOA,,,4032,1,1,2010,,2.03,67.3,,,,,,0.52,,,7050.0,
MOA-2009-BLG-387L b,MOA-2009-BLG-387L,Microlensing,MOA,,,4033,1,1,2010,1982.0,1.8,830.0,,,,,,0.19,,,5690.0,
MOA-2010-BLG-073L b,MOA-2010-BLG-073L,Microlensing,MOA,,,4034,1,1,2012,,1.21,3500.0,,,,,,0.16,,,2800.0,
MOA-2010-BLG-117L b,MOA-2010-BLG-117L,Microlensing,MOA,,,4035,1,1,2018,,2.42,170.0,,,,,,0.58,,,3500.0,
MOA-2010-BLG-328L b,MOA-2010-BLG-328L,Microlensing,MOA,,,4036,1,1,2013,,0.92,9.2,,,,,,0.11,,,810.0,
MOA-2010-BLG-353L b,MOA-2010-BLG-353L,Microlensing,MOA,,,4037,1,1,2015,,1.72,86.0,,,,,,0.18,,,6430.0,
MOA-2010-BLG-477L b,MOA-2010-BLG-477L,Microlensing,MOA,,,4038,1,1,2012,,2.0,480.0,,,,5950.0,,0.67,,,2300.0,
MOA-2011-BLG-028L b,MOA-2011-BLG-028L,Microlensing,MOA,,,4039,1,1,2016,,4.14,30.0,,,,,,0.75,,,7380.0,
MOA-2011-BLG-262L b,MOA-2011-BLG-262L,Microlensing,MOA,,,4040,1,1,2014,,0.95,17.0,,,,,,0.11,,,7200.0,
MOA-2011-BLG-291L b,MOA-2011-BLG-291L,Microlensing,MOA,,,4041,1,1,2018,,0.69,18.0,,,,,,0.15,,,4400.0,
MOA-2011-BLG-293L b,MOA-2011-BLG-293L,Microlensing,MOA,,,4042,1,1,2012,,1.1,1500.0,,,,,,0.86,,,7720.0,
MOA-2011-BLG-322L b,MOA-2011-BLG-322L,Microlensing,MOA,,,4043,1,1,2013,,4.3,3690.0,,,,,,0.39,,,7560.0,
MOA-2012-BLG-006L b,MOA-2012-BLG-006L,Microlensing,Multiple Observatories,,,4044,1,1,2017,,10.2,2700.0,,,,,,0.49,,,5300.0,
MOA-2012-BLG-505L b,MOA-2012-BLG-505L,Microlensing,MOA,,,4045,1,1,2017,,0.9,6.7,,,,,,0.1,,,7210.0,
MOA-2013-BLG-220L b,MOA-2013-BLG-220L,Microlensing,MOA,,,4046,1,1,2014,,3.03,871.0,,,,,,0.88,,,6720.0,
MOA-2013-BLG-605L b,MOA-2013-BLG-605L,Microlensing,MOA,,,4047,1,1,2016,,0.93,3.24,,,,,,0.02,,,850.0,
MOA-2015-BLG-337L b,MOA-2015-BLG-337L,Microlensing,MOA,,,4048,1,1,2018,,0.24,33.7,,,,,,0.01,,,7100.0,
MOA-2016-BLG-227L b,MOA-2016-BLG-227L,Microlensing,MOA,,,4049,1,1,2017,,1.39,890.0,,,,,,0.29,,,6500.0,
MOA-2016-BLG-319L b,MOA-2016-BLG-319L,Microlensing,MOA,,,4050,1,1,2018,,0.95,200.0,,,,,,0.15,,,6800.0,
MOA-bin-1L b,MOA-bin-1L,Microlensing,MOA,,,4051,1,1,2012,,8.3,1200.0,,,,,,0.75,,,5100.0,
MOA-bin-29 b,MOA-bin-29,Microlensing,MOA,,,4052,1,1,2019,,0.48,190.0,,,,,,0.03,,,7120.0,
MXB 1658-298 b,MXB 1658-298,Eclipse Timing Variations,Multiple Observatories,,,4053,2,1,2017,760.0,1.613,7532.571,,,,,,,,,,
NGC 2682 Sand 364 b,NGC 2682 Sand 364,Radial Velocity,Multiple Observatories,,[Fe/H],4054,1,1,2014,121.71,0.53,2126.2827,0.35,,,4284.0,39.59,9.06,-0.02,2.2,817.192,9.40374
NGC 2682 Sand 978 b,NGC 2682 Sand 978,Radial Velocity,Multiple Observatories,K4 III,,4055,1,1,2017,511.21,,692.8694,0.16,,,4200.0,,1.37,,1.8,821.918,9.25286
NGC 2682 YBP 1194 b,NGC 2682 YBP 1194,Radial Velocity,Multiple Observatories,G5 V,,4056,1,1,2014,6.959,,101.7056,0.3,,,5780.0,,1.01,,4.44,872.92,14.4666
NGC 2682 YBP 1514 b,NGC 2682 YBP 1514,Radial Velocity,Multiple Observatories,G5 V,,4057,1,1,2014,5.118,,127.132,0.28,,,5725.0,,0.96,,4.57,914.221,14.6201
NGC 2682 YBP 401 b,NGC 2682 YBP 401,Radial Velocity,La Silla Observatory,F9 V,,4058,1,1,2016,4.087,,146.2018,0.15,,,6165.0,,1.14,,4.3,830.822,13.5888
NGTS-1 b,NGTS-1,Transit,Paranal Observatory,M0.5,[M/H],4059,1,1,2017,2.647298,0.0326,258.07796,0.016,65.3,790.0,3916.0,0.57,0.62,0.0,4.71,218.121,14.8661
NGTS-10 b,NGTS-10,Transit,Paranal Observatory,K5 V,[M/H],4060,1,1,2020,0.7668944,0.0143,687.14846,0.0,,1332.0,4600.0,0.7,0.7,-0.02,4.59,,14.2604
NGTS-11 b,NGTS-11,Transit,Transiting Exoplanet Survey Satellite (TESS),K,[Fe/H],4061,1,1,2020,35.45533,0.201,109.33352,0.13,,435.0,5050.0,0.83,0.86,0.22,4.5,190.422,12.1895
NGTS-12 b,NGTS-12,Transit,Paranal Observatory,G,[Fe/H],4062,1,1,2020,7.532806,0.0757,66.10864,0.0,416.0,1257.0,5690.0,1.59,1.02,-0.03,4.04,446.442,12.1279
NGTS-13 b,NGTS-13,Transit,Paranal Observatory,,[Fe/H],4063,1,1,2021,4.119027,0.0549,1538.2972,0.086,1096.0,1605.0,5819.0,1.79,1.3,0.25,4.04,647.595,12.5691
NGTS-14 A b,NGTS-14 A,Transit,Paranal Observatory,K1 V,[Fe/H],4064,2,1,2021,3.5357173,0.0403,29.24036,0.0,,1143.0,5187.0,0.84,0.9,0.1,4.2,322.148,13.0986
NGTS-15 b,NGTS-15,Transit,Paranal Observatory,G6 V,[Fe/H],4065,1,1,2021,3.27623,0.0441,238.68913,0.0,425.0,1146.0,5600.0,0.95,0.99,0.15,4.4,786.485,14.4299
NGTS-16 b,NGTS-16,Transit,Paranal Observatory,G7 V,[Fe/H],4066,1,1,2021,4.84532,0.0523,211.99155,0.0,480.0,1177.0,5550.0,1.21,1.0,0.35,4.35,898.168,14.2311
NGTS-17 b,NGTS-17,Transit,Paranal Observatory,G4 V,[Fe/H],4067,1,1,2021,3.24253,0.0391,242.8209,0.0,1160.0,1457.0,5650.0,1.34,1.02,0.15,4.0,1040.28,14.2136
NGTS-18 b,NGTS-18,Transit,Paranal Observatory,G5 V,[Fe/H],4068,1,1,2021,3.05125,0.0448,129.99182,0.0,845.0,1381.0,5610.0,1.39,1.0,0.15,4.16,1096.19,14.3896
NGTS-2 b,NGTS-2,Transit,Paranal Observatory,F5 V,[Fe/H],4069,1,1,2018,4.511164,0.063,235.1942,0.0,,1468.0,6478.0,1.7,1.64,-0.06,4.2,356.391,10.8605
NGTS-3 A b,NGTS-3 A,Transit,Paranal Observatory,G6 V,[Fe/H],4070,2,1,2018,1.6753728,0.023,756.4354,,,,5600.0,0.93,1.02,0.12,,743.972,14.4878
NGTS-4 b,NGTS-4,Transit,Paranal Observatory,,[M/H],4071,1,1,2019,1.3373508,0.019,20.6,0.0,,1650.0,5143.0,0.84,0.75,-0.28,4.5,280.555,12.9092
NGTS-5 b,NGTS-5,Transit,Paranal Observatory,K2 V,[Fe/H],4072,1,1,2019,3.3569866,0.0382,72.78307,0.0,,952.0,4987.0,0.74,0.66,0.12,4.52,306.779,13.526
NGTS-6 b,NGTS-6,Transit,Paranal Observatory,,[Fe/H],4073,1,1,2019,0.882059,0.01677,425.57437,0.0,,1284.0,4730.0,0.75,0.77,0.11,4.7,308.262,13.8175
NGTS-8 b,NGTS-8,Transit,Paranal Observatory,K0 V,[Fe/H],4074,1,1,2019,2.4997,0.035,295.5819,0.01,503.0,1345.0,5241.0,0.98,0.89,0.24,4.41,428.976,13.4954
NGTS-9 b,NGTS-9,Transit,Paranal Observatory,F8 V,[Fe/H],4075,1,1,2019,4.43527,0.058,921.707,0.06,729.0,1448.0,6330.0,1.38,1.34,0.31,4.37,609.128,12.6547
NN Ser c,NN Ser,Eclipse Timing Variations,Multiple Observatories,,,4076,2,2,2010,5573.55,5.35,2329.6,0.08,,,,,,,,515.818,16.5905
NN Ser d,NN Ser,Eclipse Timing Variations,Multiple Observatories,,,4077,2,2,2010,2883.5,3.43,731.0,0.19,,,,,,,,515.818,16.5905
NSVS 14256825 b,NSVS 14256825,Eclipse Timing Variations,Multiple Observatories,,,4078,2,1,2019,3225.0,3.12,4497.2945,0.12,,,40000.0,0.19,0.42,,,820.877,13.2452
NY Vir b,NY Vir,Eclipse Timing Variations,Multiple Observatories,,,4079,2,2,2011,3160.0,,845.4278,0.15,,,32780.0,0.15,0.46,,5.74,544.024,13.3943
NY Vir c,NY Vir,Eclipse Timing Variations,Winer Observatory,,,4080,2,2,2019,8799.0,,1760.7782,0.15,,,32780.0,0.15,0.46,,5.74,544.024,13.3943
OGLE-2003-BLG-235L b,OGLE-2003-BLG-235L,Microlensing,OGLE,K V,,4081,1,1,2004,,4.3,830.0,,,,,,0.63,,,5800.0,
OGLE-2005-BLG-071L b,OGLE-2005-BLG-071L,Microlensing,OGLE,,,4082,1,1,2005,,3.6,1200.0,,,55.0,,,0.46,,,3200.0,
OGLE-2005-BLG-169L b,OGLE-2005-BLG-169L,Microlensing,OGLE,,,4083,1,1,2006,,3.5,14.1,,,,,,0.69,,,4100.0,
OGLE-2005-BLG-390L b,OGLE-2005-BLG-390L,Microlensing,OGLE,,,4084,1,1,2005,3285.0,2.6,5.5,,,50.0,,,0.22,,,6600.0,
OGLE-2006-BLG-109L b,OGLE-2006-BLG-109L,Microlensing,OGLE,,,4085,1,2,2008,1788.5,2.3,231.0,,,,,,0.51,,,1510.0,
OGLE-2006-BLG-109L c,OGLE-2006-BLG-109L,Microlensing,OGLE,,,4086,1,2,2008,4927.5,4.5,86.0,0.15,,,,,0.51,,,1510.0,
OGLE-2007-BLG-349L AB c,OGLE-2007-BLG-349L A,Microlensing,OGLE,M,,4087,2,1,2016,2557.0,2.59,80.0,,,,,,0.41,,,2760.0,
OGLE-2007-BLG-368L b,OGLE-2007-BLG-368L,Microlensing,OGLE,,,4088,1,1,2009,,2.8,20.0,,,,,,0.64,,,5900.0,
OGLE-2008-BLG-092L b,OGLE-2008-BLG-092L,Microlensing,OGLE,,,4089,2,1,2014,,15.0,57.0,,,,,,0.71,,,8100.0,
OGLE-2008-BLG-355L b,OGLE-2008-BLG-355L,Microlensing,OGLE,,,4090,1,1,2014,,1.7,1500.0,,,,,,0.37,,,6800.0,
OGLE-2011-BLG-0173L b,OGLE-2011-BLG-0173L,Microlensing,OGLE,,,4091,1,1,2018,,8.0,60.0,,,,,,0.41,,,6100.0,
OGLE-2011-BLG-0251L b,OGLE-2011-BLG-0251L,Microlensing,OGLE,M,,4092,1,1,2012,,2.72,170.0,,,,,,0.26,,,2570.0,
OGLE-2011-BLG-0265L b,OGLE-2011-BLG-0265L,Microlensing,OGLE,,,4093,1,1,2015,,1.89,280.0,,,,,,0.21,,,4380.0,
OGLE-2012-BLG-0026L b,OGLE-2012-BLG-0026L,Microlensing,OGLE,,,4094,1,2,2012,,4.0,46.1,,,,,,1.06,,,4019.0,
OGLE-2012-BLG-0026L c,OGLE-2012-BLG-0026L,Microlensing,OGLE,,,4095,1,2,2012,,4.8,270.0,,,,,,1.06,,,4019.0,
OGLE-2012-BLG-0358L b,OGLE-2012-BLG-0358L,Microlensing,OGLE,,,4096,1,1,2013,,0.87,588.0,,,,,,0.02,,,1760.0,
OGLE-2012-BLG-0406L b,OGLE-2012-BLG-0406L,Microlensing,OGLE,,,4097,1,1,2013,,3.45,868.0,,,,,,0.44,,,4970.0,
OGLE-2012-BLG-0563L b,OGLE-2012-BLG-0563L,Microlensing,OGLE,,,4098,1,1,2015,,0.74,120.0,,,,,,0.34,,,1300.0,
OGLE-2012-BLG-0724L b,OGLE-2012-BLG-0724L,Microlensing,OGLE,M V,,4099,1,1,2016,,1.6,150.0,,,,,,0.29,,,6700.0,
OGLE-2012-BLG-0838L b,OGLE-2012-BLG-0838L,Microlensing,OGLE,,,4100,1,1,2020,,4.43,53.1,,,,,,0.4,,,6320.0,
OGLE-2012-BLG-0950L b,OGLE-2012-BLG-0950L,Microlensing,OGLE,M V,,4101,1,1,2016,,2.6,35.0,,,,,,0.57,,,2600.0,
OGLE-2013-BLG-0102L b,OGLE-2013-BLG-0102L,Microlensing,OGLE,,,4102,1,1,2014,,0.8,4100.0,,,,,,0.1,,,3040.0,
OGLE-2013-BLG-0132L b,OGLE-2013-BLG-0132L,Microlensing,OGLE,,,4103,1,1,2017,,3.6,92.0,,,,,,0.54,,,3900.0,
OGLE-2013-BLG-0341L B b,OGLE-2013-BLG-0341L B,Microlensing,OGLE,,,4104,2,1,2014,,0.702,1.66,,,,,,0.11,,,911.0,
OGLE-2013-BLG-0911L b,OGLE-2013-BLG-0911L,Microlensing,OGLE,,,4105,1,1,2019,,0.39,3020.0,,,,,,0.29,,,3220.0,
OGLE-2013-BLG-1721L b,OGLE-2013-BLG-1721L,Microlensing,OGLE,,,4106,1,1,2017,,2.6,200.0,,,,,,0.46,,,6300.0,
OGLE-2013-BLG-1761L b,OGLE-2013-BLG-1761L,Microlensing,OGLE,,,4107,1,1,2018,,1.8,860.0,,,,,,0.33,,,6900.0,
OGLE-2014-BLG-0124L b,OGLE-2014-BLG-0124L,Microlensing,OGLE,,,4108,1,1,2015,,3.11,160.0,,,,,,0.71,,,4100.0,
OGLE-2014-BLG-0676L b,OGLE-2014-BLG-0676L,Microlensing,OGLE,,,4109,1,1,2016,,4.4,982.0,,,,,,0.62,,,2220.0,
OGLE-2014-BLG-1722L b,OGLE-2014-BLG-1722L,Microlensing,OGLE,,,4110,1,2,2018,,1.5,55.3,,,,,,0.4,,,6400.0,
OGLE-2014-BLG-1722L c,OGLE-2014-BLG-1722L,Microlensing,OGLE,,,4111,1,2,2018,,1.7,83.7,,,,,,0.4,,,6400.0,
OGLE-2014-BLG-1760L b,OGLE-2014-BLG-1760L,Microlensing,OGLE,,,4112,1,1,2016,,1.75,180.0,,,,,,0.51,,,6860.0,
